id,title,description,publishTime,duration_seconds,viewCount,likeCount,commentCount,like_to_view_ratio(%)
w40Z8aT5fpQ,Why Do We Do Things That Are Bad For Us?????,"This is a video where I talk, and now your watching it. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-05-14 23:52:57+00:00,204,17555,688.0,90.0,3.9191113642836797
r7zJ8srwwjk,I Spent 50 Hours In Solitary Confinement,i borderline went crazy about 30 hours in... New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2020-05-30 20:10:08+00:00,952,158424466,3109009.0,106104.0,1.9624550920058017
sirrTXiPFmw,I Bought One Snickers Bar From Every Walmart,i can't believe i did this SUBSCRIBE FOR A FREE CAR ---------------------------------------------------------------- ▻ FOLLOW BOTH ...,2018-01-13 23:15:01+00:00,640,40462318,1037760.0,73226.0,2.5647566706385927
3ix_gbcubTo,"Last To Leave Slime Pit Wins $20,000 - Challenge",LAST ONE TO GET OUT OF THE SLIME PIT WINS $20000!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE ...,2018-11-30 21:11:01+00:00,1088,80841407,1574991.0,70057.0,1.9482478824249063
qPBtTPJHS0Q,I Advertised Pewdiepie At The Super Bowl,I CAN'T BELIEVE WE MADE IT ON THE SUPER BOWL LOL New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE ...,2019-02-04 22:00:01+00:00,793,39453220,1204795.0,68123.0,3.0537304686410893
0e3GPea1Tyg,"$456,000 Squid Game In Real Life!",MAKE SURE YOU WATCH UNTIL GLASS BRIDGE IT'S INSANE! Download Brawl Stars now and get a free gift from me in the ...,2021-11-24 21:00:01+00:00,1542,178763228,12250732.0,571946.0,6.853049218824802
nuM0Z4a7kMs,I Spent 24 Hours Straight In Insane Asylum,"THIS VIDEO WAS CRAZY, LIKE FOR MORE MINECRAFT New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...",2019-02-10 21:05:00+00:00,978,91428157,1923305.0,134616.0,2.1036243790848808
DoIQMkoYSzw,"SELLING ORGANS FOR $1,000,000",Did you know your kidney is worth 200000$? lol Like or I will become your kidney.,2016-08-02 20:02:21+00:00,335,3453554,120404.0,8072.0,3.4863795382959117
97Gh93Daio0,I Made Money Grow On Trees,I CAN'T BELIEVE THEY FOUGHT OVER THE MONEY!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...,2018-06-01 22:09:00+00:00,634,15956954,400902.0,37412.0,2.512396789512585
t8aM4HuVLrQ,This is a block? Since when lol.,"This is the first time i ever encountered the yellow block or so called ""sponge"" in minecraft. since when is this a block?",2013-01-21 22:30:09+00:00,52,360054,15298.0,3081.0,4.248807123375938
9vB-48kHbBU,I Built A Giant House Using Only Legos,THIS TOOK US OVER AN ENTIRE MONTH TO BUILD THIS HOUSE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,2018-12-02 20:05:01+00:00,829,54418062,928086.0,50622.0,1.7054741861259226
5Fg9oZk-5uA,I Bought Everything In 5 Stores,Please subscribe this video costed so much money Buy Merch Here!! - https://shopmrbeast.com/ Beast Philanthropy ...,2021-01-09 21:01:25+00:00,854,74045114,3640655.0,187773.0,4.9168065295976175
koRKIlRQj4g,I Built A Mansion Using Only Cardboard Boxes,THIS TOOK THOUSANDS OF BOXES SUBSCRIBE OR I DELETE YOUR MINECRAFT ACCOUNT NEW Merch Store!,2018-03-20 22:50:00+00:00,431,23717561,532077.0,23953.0,2.243388348405639
8TFq_vvO_Wg,MrBeast6000&#39;s First Video (So Bad lol),This is the first video I uploaded to this channel!,2015-11-19 21:29:40+00:00,187,10953561,434878.0,33521.0,3.970197454508173
MC5h-ShR-S8,"We Drove 3,000 Miles For The World&#39;s Best Burger",THIS WAS THE CRAZIEST THING I'VE EVER DONE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-06-09 21:13:59+00:00,926,45984373,1091308.0,96737.0,2.3732149180331326
IAbX0FwX-GY,Why I Haven&#39;t Been Uploading,The truth behind it.,2013-03-25 20:10:38+00:00,363,365229,,1312.0,
lfD7kMZKuNg,Big Channel&#39;s Starting Over???,This video is about people who I have watched that started over with a new channel. Pico - https://www.youtube.com/user/pico210 ...,2015-08-05 10:00:02+00:00,199,20549,571.0,92.0,2.7787240255000243
QbJJwaVdgIs,I Got Hunted By The Military,"I'm not sure how they drove over that... it wasnt supposed to happen Sign up using code ""BEASTHUNT"" with current!",2021-12-10 21:30:02+00:00,662,43165039,2416595.0,90170.0,5.598500675511957
AiGKBNGlzHo,I Ran A Marathon In The World&#39;s Largest Shoes,Get the best deals while you're stuck at home ▸ http://joinhoney.com/mrbeast Honey is FREE and finds coupons with the click of a ...,2020-03-21 20:00:02+00:00,899,63756654,1933396.0,61076.0,3.0324615215848687
dFr5YQaQQdo,"I Gave $20,000 To People From An Ice Cream Truck",I gave away $20000 New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG To be 100% honest it was ...,2018-05-02 22:11:00+00:00,822,14142927,333063.0,21838.0,2.3549792769205413
GLoeAJUcz38,"Press This Button To Win $100,000!","Push the red subscribe button and you could also win $100000! (Seriously, we always fly subscribers down lol) New Merch ...",2020-11-14 21:00:02+00:00,911,145527042,2762425.0,83853.0,1.8982210880091963
HBMmK1c44sE,I Spent 24 Hours In A Doomsday Bunker,The bunker gets crazier as the video goes on! SUBSCRIBE OR YOU'LL HAVE BAD LUCK For more info on this bunker check out ...,2020-04-11 20:00:00+00:00,719,102795467,2080395.0,77842.0,2.023819785749891
IYVjOfoU3uI,I Gave My Credit Card To Random People,Watch until the end to see how much they spend! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2020-02-01 21:00:01+00:00,1008,101244292,2815381.0,94482.0,2.7807799772060235
UE5AHE2Ypr8,"I Gave My 40,000,000th Subscriber 40 Cars",I was able to afford this because you guys bought the 40 mil merch! Thank you so much!!! Buy New Merch!,2020-09-19 20:00:02+00:00,1031,87102771,3128951.0,178670.0,3.5922519617659465
52ubXjlVzUY,"Donating $100,000 To A Random Fortnite Streamer",THIS IS THE MOST MONEY I'VE EVER DONE IN A VIDEO!! Download Quidd For Free - http://bit.ly/2AIsjyv This is simon aka ...,2018-08-05 22:00:00+00:00,1382,49107493,1037696.0,51877.0,2.1131113331319926
b91vrgVY-ZQ,"Attempting The Impossible Maze - $10,000 Challenge",NO ONE HAS EVER SOLVED THIS MAZE!! Build A Website For Free - https://www.wix.com/go/mrbeast 7000000th Subscriber ...,2018-08-15 21:08:59+00:00,1187,49047821,930096.0,32951.0,1.8963044250222654
fMfipiV_17o,"Would You Sit In Snakes For $10,000?",Would you sit in a tub of snakes for $10000? New Merch - https://shopmrbeast.com/ Subscribe to Brian Barczyk: ...,2021-04-10 21:00:07+00:00,849,109152270,3125932.0,133872.0,2.863826835667275
mpZWt5pGKZ8,The Real Way Dinosaurs Went Extinct,SCHOOLS HAVE BEEN LYING TO YOU ALL YOUR LIFE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...,2018-06-28 21:12:01+00:00,351,24150678,665682.0,44254.0,2.756369821170238
nd-bwvNB7YA,Destroying My Friend&#39;s Car And Surprising Him With A New One - Slime,YOU WON'T BELIEVE WHAT CAR WE GOT HIM!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-08-28 22:08:59+00:00,971,85399212,1938017.0,64569.0,2.2693616891921673
YyhKdOCwD7s,24 Hours In The Most Haunted Place On Earth,YOU WON'T BELIEVE WHAT WE FOUND! lol New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2019-05-30 20:07:01+00:00,907,53637455,1727423.0,114242.0,3.220553622464004
SZQhgExjBvQ,I Survived 24 Hours Straight In Ice,i borderline went crazy about 17 hours in... New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2020-10-29 20:17:44+00:00,694,85113492,2833891.0,187948.0,3.329543804876435
NS3hse9ezik,"Last To Leave Ramen Noodle Pool Wins $20,000","Whoever left the ramen noodles last, won $20000! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...",2019-09-13 20:00:05+00:00,872,42663444,1024261.0,43030.0,2.4007930536503337
P4qWhSZ7_WA,Things That SHOULDN&#39;T Be Sold On Amazon,I bought a bunch of stuff that probably shouldn't be sold on amazon. New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,2018-09-21 22:06:01+00:00,846,86162309,1367280.0,49576.0,1.5868655516183998
fG1N5kzeAhM,Dear Future Me (Scheduled Uploaded 6 Months Ago),"Dear future me, please do not be dead. Btw I also made a video for 1 and 10 years in the future!",2016-04-04 19:30:01+00:00,145,1720103,113655.0,12064.0,6.607453158328309
9GD6hbqu2oM,I Spent 24 Hours Straight In Slime,THIS WAS THE MOST DISGUSTING THING I HAVE EVER DONE I STILL HAVE A RASH FROM IT LOL subscribe for a car New ...,2018-10-09 20:05:02+00:00,878,37343693,844625.0,34343.0,2.2617607744365293
ep7S1XnuQLU,"5,000 Hype",My Friend - https://www.youtube.com/watch?v=VJnczlbjyss Lets get him over 500 subs :),2015-08-11 10:00:00+00:00,184,68280,1890.0,457.0,2.7680140597539546
GUWGsIVEMSQ,"Surprising Tfue With $10,000 Live - Fortnite",YOU WON'T BELIEVE HOW HE REACTED!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG This is a ...,2018-10-04 20:07:01+00:00,923,64588022,1377667.0,48151.0,2.133006952899099
tBEBc4KQVsU,I Hope This Magic Trick Works,WE ATTEMPTED POPULAR MAGIC TRICKS AND THIS HAPPENED OPEN and follow all these guys! Chris Ramsey ...,2018-09-11 21:13:59+00:00,982,38328312,654619.0,19884.0,1.7079254625144984
